,Unnamed: 0,Title,Genre,Network,Summary
1374,1374,Leo-beu-Seu-to-ri in Ha-beo-deu / Love Story in Harvard,"['Drama', 'Romance']",SBS,love story in harvard portrays the dream and love pursued by foreign students studying in harvard it demonstrates bright hardworking and romantic characters and storylinesa young love story set at the famed ivy league school in the united states kim hyun woo kim rae won a 1st year law student at harvard law enters into a rivalry with classmate hong jung min lee jung jin for the affections of beautiful medical student lee soo in kim tae hee the two men are both from prestigious families while soo in is from a poor family can the trio resolve their romantic differences and chase their dreams at the same time
1375,1375,Pa-ri-eh yun-in / Lovers in Paris,['Romance'],SBS,tae young lives in paris and is working on a screenplay she meets gi ju while working at a friendâ€™s stall and soo hyuk when her bicycle breaks down soo hyuk and tae young become friends gi ju asks her to act as his fiance for work reasons things go badly and everyone returns to koreaback in korea tae young gi ju and soo hyuk begin to develop friendships with tae young and end up feeling more feelings towards her than they initially thought however gi ju is soo hyukâ€™s uncle and they had grown up like best friends since they were only about 7 years apart their feelings towards her slowly begin to be revealed causing heartache for all the people around them
1376,1376,Magic,['NaN'],SBS,kangjae grew up under a jobless gangster father when kangjae accidentally meets lee daehae suh insok and his son sunmo he feels more attached to daehae than to his own father through daehae and sunmo kangjae learns the basics of magic as well as what fatherly love really means sunmo on the other hand has a lovehate relationship with his father who only cares about magic and nothing else meanwhile sunmo is heartbroken by danyoung who falls in love with kangjae before that danyoung was living with sunmo mistakenly thinking that he is her longlost brother before she was adopted yunjin danyoungs stepsister instantly falls in love with kangjae and kangjae decides to marry her not for love but for the sake of fulfilling his own ambitions at the price of spurning danyoung
1377,1377,Geumjjokgateun Nae Saekki / My Lovely Family,['NaN'],,
1378,1378,Three Wives,['Romanticcomedy'],SBS,three wives kim jeong kang byun jung soo jang jin ae hong ri na and yang pil soon yang jung ah team up to get revenge after they discover their husbands were unfaithful
1379,1379,Match Made in Heaven,"['Romance', 'Drama']",MBC,the woman shouted for joy when she met him dashing and good looking he was even 5 years younger than she and he thought he made a great coup when he met her sexy and beautiful regardless of age she even boasted economic power with a stable job at the beginning everything was that pictureperfect but again as there always comes a close to every beginning that once perfect woman turns into a just ordinary married woman and also that young prince charming now seems like a bum eating the bread of idleness one dayshe wakes up and shouts out â€œi also know how to get angry and iâ€™m not going for divorceâ€ itâ€™s strange how their perilous marriage life is maintained even though they know that they are both having affairs
1380,1380,Pokpung Sogeuro / Into the Storm,"['Action', 'drama']",SBS,
1381,1381,Island Village Teacher,"['Romance', 'Comedy', 'CrimeInvestigation']",SBS,hong eun xiu han ji hye accidentally witnessed a murder by a ruthless gangster and was placed under the protection of the police chiu hao tai kim min jong was assigned to protect her and their relationship start off badly since she always tries to runaway from him after numerous attempts by the gangster to silence her they have to runaway to an island whereby they were mistaken by the local as the new teachers and the volunteered doctor son of a famous doctor chong jai do lee dong wook falls for eun xiu his so called fiancee turns upâ€¦
1382,1382,Exciting Change,"['Comedy', 'school']",MBC,a new twist on life in school where the ordinary girls have a secret weapon
1383,1383,Old Miss Diary,"['SituationComedy(Sitcom)', 'Romance']",KBS2,mi ja ji young and yun ah are three 30 year old urban single woman mi ja is a dub actress who is devoted to find a right man before becoming too old but she failed in every blind date and neglects the best man besides her ji youngâ€™s biggest wish is to marry her actor boyfriend who is with her for ten years she has too many romantic love imaginations she had too much to deal with her motherinlaw she canâ€™t handle the love she is easily influenced by friends how should she decide this difficult but precious love the hot and attractive girl yun ah is a winner in love she knows men well and handle them well mi ja and ji young admires her however at last she failed in a married man
1384,1384,Miss Kim Makes 1 Million,['NaN'],SBS,on her wedding day kim eun jae is left standing at the alter by her groom yoo young hoon for wealthy suh woo kyung her wedding photographer park mooyeol is a rich playboy who helps eunjae avoid embarrassment by pretending to be her husband soon after mooyeolâ€™s family goes bankrupt the family home will be sold if he canâ€™t come up with money quick eun jae meanwhile is convinced that if she becomes wealthy young hoon will come back to hereunjae and mooyeol decide to join forces they move in together and invest in moneymaking schemes one after the other making money unfortunately isnâ€™t as easy as they had hoped as outside forces and woo kyung line up against them the two begin to realize that though they may be unlucky in money they are very lucky in love
