,Title,Genre,Network,Summary
1166,Haeng-bok Hab-ni-da  / I Am Happy,['Romance'],SBS,"Park Seo Yoonâ€™s family is very successful but Seo Yoon does not flaunt her wealth around. Instead she pretends that sheâ€™s an ordinary girl and not a spoiled rich girl. She works really hard to get into her fatherâ€™s company so that other co-workers will see that she worked her way to the top instead of getting help from her daddy. She dates Lee Joon Soo and doesnâ€™t tell him that she comes from a wealthy family, not even when he wants to meet her family."
1167,"Woman of Matchless Beauty, Park Jung Kum",['Romance'],MBC,"Park Jung Kum is a divorced woman who is caught between two men. Lee Eun Sung, a doctor, is Jung Kumâ€™s first love. Han Gyung Soo, a Human Rights lawyer, falls in love with Jung Kum as well. He has had a hard life growing up."
1168,Bicheonmu,"['Fantasy', 'romance', 'action']",SBS,Not Available Yet
1169,Mom Has Grown Horns,"['Romance', 'Family']",KBS2,"Lee Jong Won is a divorce settlement lawyer who falls for Na Young Soo, a family lawyer, who has her mind set on remaining single. Jong Won separated from his ex-wife because she cheated on him with another man. They have one daughter together who is just as selfish as her mother. The drama about a family and their daily lives and the obstacles that each of them faces."
1170,Kokkiri,['Romance'],MBC,"><p><img alt=""kokkiri.jpg"" src=""https://www.koreandrama.org/wp-content/uploads/2008/11/kokkiri.jpg""/></p><p>Title: ì½”ë¼ë¦¬ / Kokkiri<br/> Chinese title : å¤§è±¡<br/> Also known as: Elephant<br/> Genre: Romance<br/> Episodes: 124<br/> Broadcast network: MBC<br/> Broadcast period: 2008-Jan-21 to 2008-July-18<br/> Air time: Mondays to Fridays 20:20</p><p><span id=""more-713""></span></p><p><strong>Synopsis </strong></p><p>Guk Yeong-su (Psy Ko) is a high school Korean language teacher. He is on bad terms with Joo Bok Man (Gae Ko), a high school student in his 40s and the landlord. Jooâ€™s two sons and Gukâ€™s three daughters also live in Jooâ€™s house, and everyone becomes involved in various incidents and relationships, including romance. The show depicts the lives of a group of characters in the sitcom having nicknames ending with â€œko.â€"
1171,Before and After: Plastic Surgery Clinic,['Medical'],MBC,Han Geon Soo is the young clinic owner who tries to protect his clinic from being taken over by loan sharks. He tries his best to save the clinic when uncollected loans are passed on to him after his fatherâ€™s sudden death. Choi Yong Woo is a talented doctor who joins the clinic to return his thanks to Geon Sooâ€™s father. Yong Woo is someone that often gets into arguments with patients who want to undergo unnecessary plastic surgery. Yoon Ki Nam is the nurse who forms a love triangle between the two men. Yoon Seo Jin is the manager who obtained her perfect beauty through plastic surgery.
1172,Dae Wang Sejong,['Historical'],,"This drama is about the life of fourth king of the Choson Dynasty of Korea, King Sejong. He is best remembered for creating the native Korean alphabet, Hangul."
1173,Hong Gil Dong,"['Comedy', 'romance', 'action', 'drama']",KBS2,"Based on a fictional book about a Robin Hood in Korea,Hong Gil Dong, this drama is very loosely based off of that book and the time it was set in.</p><p>Hong Gil Dong is the bastard son of a minister. He spends most of his time lazing the day away and taking goods from the various merchants. However, a local monk think heâ€™s destined to be more. Hong Gil Dong, for his part, really dislikes the injustices in this ranked world.</p><p>Heo Yi Nok has returned to Korea, fresh from China. Sheâ€™s an upbeat, naive and carefree girl. Sheâ€™s been living with her grandfather for the last few years. They both are merchants looking to make a fortune back in Korea.</p><p>Lee Chang Hwi, however, has been told since he was young that heâ€™s the rightful king of Korea. He bumps into Heo Yi Nok. This initially causes misunderstanding between them, but over time his heart is softening towards her.</p><p>Meanwhile Heo Yi Nok and Hong Gil Dong are developing a friendship that feels like (at least to Yi Nok) that it could be more.</p><p>As the question of rightful succession comes into play, Hong Gil Dong and Yi Nok are forced to take sides."
1174,Robber,['Romance'],SBS,"Kwon Oh Joon is a swindler who falls for a widow with a 5 year old daughter, Jin Dal Rae. Dal Rae lives with her daughter and mother in law after her husband passes away. Oh Joon is a suave man who can talk women into doing anything."
1175,New Heart,"['Medical', 'romance']",MBC,"This drama will be about the growth and sufferings of the heart surgeons who work in the thoracic surgery department. Lee Eun Sung graduated from a newly established medical school in the provinces. He applies for a job at the hospital and has high hopes of becoming a great doctor. Nam Hye Suk graduated at top of her medical school. She is an absolute fundamentalist but starts to show her humane side once she gets to know Eun Sung. The problem is Choi Kang Gook just became the new head of the Department of Thoracic and Cardiovascular Surgery. He believes that only doctors can save peoplesâ€™ lives and is a genius but he is also a stubborn surgeon who does not care for hospital policies. Only Eun Sung and Hye Suk apply to work in his department.</p><p>One day, a famous actor Lee Dong Gwon is admitted into the Hospital for arrhythmia surgery. He immediately falls for Hye-seok, who is his classmate from elementary school. He later gets jealous when he sees that Eun Sung and Hye Suk are getting closer to one another."
1176,Bad Love,['Romance'],KBS2,"Na In Jung struggles with her love between the rather cold and rebellious Yong Ki and a successful businessman, Soo Hwan. Kang Yong Ki is a pop culture artist. He was separated from his first love, Jo Ann, and still carries the wound that he suffered from their relationship. His half sister is Joo Ran who is married to Soo Hwan. Soo Hwan begins an affair with In Jung but he only has ambition for the CEO position of Yong Kiâ€™s fatherâ€™s company. Soon after he discovers that his ambition does not fill the emptiness that he has inside and realizes he needs In Jung. But In Jung and Yong Ki have already fallen in love with each other. Will In Jung go back to her first love or stay with Yong Ki?"
1177,Eight Days Mystery of Jeong Jo Assassination,['Historical'],CGV,The drama is about the assassination attempts on Emperor Jeong Joâ€™s life during the 8 day period when he left the palace for a ceremony to honor his father who was killed by his grandfather.
1178,Finding Love,['Romance'],MBC,"The drama is about four young peopleâ€™s stories of love, friendship, amidst reality and romance. Kim Yoon Seo is a woman who wavers between her perfect lover, Ji Won, and her friend of 10 years, Kang Hyuk. But Min Yong is already engaged to Chae Yi Yun."
1179,Also known as: Beautiful Days,['Romance'],,
1180,In-soon is Pretty,['NaN'],KBS2,"Park In Soon is an ex-murder convict who accidentally killed a person in high school and served time in prison for her crime. In her school days, thanks to her outstanding looks, she received a lot of love from people. However, after the murder incident, she wears tinted glasses and is afraid to meet peopleâ€™s eyes. However, sheâ€™s a tough woman who hasnâ€™t lost hope, and longs for happiness. Yoo Sang Woo is In Soonâ€™s childhood friend who moved away. They lost touch with each other. Sang Woo puts In Soon on a high pedestal but when he finds out that In Soon killed somebody, he is shocked and tries to distance himself from her."
1181,Unstoppable Marriage,['Romance'],KBS2,"Madama Shim has four sons. Their names are Ki Baek, Lee Baek, Sam Baek, and Sa Baek. Madam Shimâ€™s eldest son, Ki Baek, falls in love with Goo Mi Ho, the daughter of her enemy, Goo Gook. Wang Sam Baek is the third son of Madam Shim. He becomes friends with Chae Jung Soo. His older Sam Baek falls in love with Jung Soo, a very pretty twenty-three year old hotel management student who studies at his motherâ€™s hotel. Things get complicated as Ki Baek finds himself falling for Jung Soo as well. Soo Young and Yu Ri both like the fourth son of Madam Shim, Sa Baek. But Sa Baek doesnâ€™t return their feelings and tries to ignore them at all costs."
1182,Thirty Thousand Miles in Search of My Son,"['Romance', 'Comedy']",SBS,"Soo Young is a single mother who lost her son 5 years ago. She spends her time trying to find her lost son. Little does she know that Kang Kye Pil, the heir of a conglomerate, found her son 5 years ago and has been raising him ever since."
1183,Hometown Over the Hill (Season 1),"['Rural', 'Family']",,"Dreams and reality of farming villages By depicting the dreams of people living in farming villages, this drama also reveals problems that todayâ€™s residents of rural areas face, such as a growing number of biracial children from international marriages and the cutthroat competition to survive.</p><p>Scenic landscapes and heartwarming stories Scenes showing picturesque rustic landscapes during each season spellbind viewers, as do heartwarming stories about the strong determination of people living in farming villages.</p><p>Becoming one While centering on people who have lived in farming villages for generations, this drama also portrays the lives of people who have moved to farmland from big cities and from abroad. (<a href=""http://contents.kbs.co.kr/program/program_dview.php?contentsUid=132"" target=""_blank"">Source</a>)"
1184,The Devil That Pours Red Wine,['Romance'],MBC every1,Jin Ah Shim is a wine importer and the owner of the wine bar. He is chosen by the Devil. Min Soo Yun is his girlfriend and a sommelier. This drama will revolve around the daily work lives of the red wine specialists and their desires to succeed in the business.
1185,Byul Soon Geom,['Period'],MBC Dramanet,"The story revolves around criminal investigation and forensic procedures in the late Chosun era, following the activities of an undercover special task force that was established to counter the increasing number of crimes resulting from political turmoil in the period. Kang Seung Jo and Kim Kang Woo lead the team of elite investigators as they uncover the circumstances behind mysterious deaths and other crimes."
1186,That Woman is Scary,['Romance'],SBS,"Choi Young Rim was in a car accident with her mom. She was driving when the car fell off a cliff and caught on fire. Her face was burned, her mom died, and she was later dumped by her boyfriend, Ha Kyung Po. Kyung Po deserts Young Rim for a rich girl, Baek Eun Mae. But Young Rim is pregnant with Kyung Poâ€™s child and decides to have surgery to get her face fixed so that she can take revenge. Baek Jung Jin is Eun Maeâ€™s cousin."
1187,Evasive Inquiry Agency,"['Romance', 'comedy']",KBS2,"Moo Yeol is a taekwondo instructor who falls for Eun Jae at first sight when she comes and asks him to help her find gold treasures at the agency. Hee Kyung is a tarot card master and Yong Soo is a manhwa shop owner who passes his days with no dreams nor hopes but gets involved in the gold hunting simply for fun. Moo Yeol, Hee Kyung, and Yong Soo gather together at the empty Inquiry Agency office and they discover a dead corpse in the basement. The four of them later decide to start a treasure hunting project."
1188,Lobbyist,"['Action', 'Romance']",SBS,This drama is about a female lobbyist dealing with international arms traders. Han Jae Suk is a successor of a main munitions business company in Korea. He is a young businessman with perfect appearance using a refined phraseology. He has an innate ability as a lobbyist and is a master schemer. He plans to sweep over the whole of Asia.
1189,Even So Love,['Romance'],MBC,"Lee Hyo Eun is a shoe designer with a very complicated family. Her sister was adopted by her biological fatherâ€™s wife because she was unable to have children of her own. Hyo Eun was left to live through hardships with her mother. Her sister, Seo Myung Ji, lived in the life of luxury and begins to start a relationship with Yoon Seok Bin. Seok Bin is the son of Mr. Yoon, who works for Myung Jiâ€™s father. While Hyo Eun develops a love relationship with Seok Binâ€™s half brother, Seok Woo. But Hyo Eun is already dating a dentist, Tae Joo."
1190,The Innocent Woman,['Family'],KBS2,"Korean society is increasingly becoming matrilineal, with more women holding a high social status, record-low birthrates and a shift of the leadership role in family from husband to wife and from the paternal side to the maternal one. This drama introduces a new family type that centers on women. Its main character â€” a widow â€” wins the battle against social prejudice. People blame her strong personality for her husbandâ€™s death but she proves to them that women who go through the pain of losing their husbands gain a more profound understanding of life and can better understand the pain of others. The drama shows that women who go through an ordeal have the ability to embrace other people in pain even in the face of prejudice and forgive those who hurt them."
1191,Auction House,['NaN'],MBC,"The drama traces the problems faced by employees of an Auction House. Cha Yun Soo is a sweet girl, but is strong as well. She finds an advertisement for a job at an Auction House and applies for the job. But after meeting Min Soo Rin, she dedides to become an auctioneer like Soo Rin. Oh Yoon Jae is peculiar and cynnical but has a very strong pride. Heâ€™s a type of person who strictly focuses on his work. He was once a famous auctioneer, but due to an auction forgery, he quit his job. He is called back to help out Yun Soo."
