,Title,Wiki Summary,Wiki Tags,Genre,Network,Summary
20,H.I.T (Homicide Investigation Team),"H.I.T (Hangul: 히트; RR: Hiteu), also known as Homicide Investigation Team, is a 2007 South Korean television series starring Go Hyun-jung, Ha Jung-woo, Kim Jung-min, and Yoon Ji-min. It aired on MBC from March 19 to May 22, 2007 on Mondays and Tuesdays at 21:55 for 20 episodes. A police procedural crime drama that integrated crime scene analysis with action, suspense, and romance, H.I.T represented a departure from the usual Korean drama subjects of love and relationships.","['2000s South Korean television series', '2007 South Korean television series debuts', '2007 South Korean television series endings', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'HanCinema film ID same as Wikidata', 'Korean-language television programs', 'Munhwa Broadcasting Corporation television dramas', 'Screenplays by Kim Young-hyun', 'South Korean crime television series', 'Use mdy dates from March 2016']",['Action&amp;Investigation'],MBC,
21,IRIS,NaN,NaN,"['Action', 'mystery', 'thriller', 'romance']",KBS2,Kim Hyun Joon is an assassin who belongs to a top secret organization known as the “NSS” whereas T.O.P is an assassin who works in another secret organization located in the United States called “IRIS” and was ordered to kill Hyun Joon. Seung Hee is a psychological analyst who plays an important role in bring Hyun Joon into the “NSS.” Jin Sa Woo is Hyun Joon’s colleague and falls in love with Seung Hee as well but keeps this to himself.
22,The True Colors,"True Colors is the second studio album by Russian-German electronic music producer Zedd released on 15 May 2015 by Interscope Records. The album features collaborations with singers Jon Bellion, Troye Sivan, Selena Gomez, rapper Logic, upcoming production duo Botnek and bands such as Echosmith, Bahari and X Ambassadors, as well as uncredited production by Rock Mafia and KDrew.
The first single from the album, ""I Want You to Know"" featuring Selena Gomez was released on 23 February 2015. The single entered the top 20 on Billboard Hot 100, at number 17. On 14 April 2015, Zedd released another track, ""Addicted to a Memory"" that features the group Bahari, that was released as a promotional single alongside the pre order of the album on iTunes. ""Beautiful Now"", featuring the guest vocals of Jon Bellion, was released on iTunes as the album's second official single. The song was released on 13 May 2015. Zedd embarked on the True Colors Tour from August 2015 to January 2016 in support of the album. The album has achieved moderate success, peaking at number one for Billboard's Dance/Electronic Albums, as well as charting on various international charts.","['2015 albums', 'Articles with hAudio microformats', 'Articles with short description', 'CS1 Japanese-language sources (ja)', 'CS1 Korean-language sources (ko)', 'CS1 uses Japanese-language script (ja)', 'EngvarB from August 2015', 'Interscope Geffen A&M Records albums', 'Interscope Records albums', 'Use dmy dates from October 2012', 'Zedd albums']","['Romance', 'Comedy']",KBS2,"Princess Mi Kang (<a href=""http://star.koreandrama.org/?p=834"" target=""_blank"">Hong Soo Ah</a>) is the first daughter of the royal family. She has a warm heart, intelligence and wisdom. The king and queen ask her to get married but she refuses. She leaves the palace without permission and getting into trouble after that."
23,The Good Wife,"The Good Wife (Hangul: 굿 와이프; RR: Gut Waipeu) is a South Korean television series starring Jeon Do-yeon, Yoo Ji-tae and Yoon Kye-sang. It is a Korean drama remake of the American television series of the same title which aired on CBS from 2009 to 2016. It replaced Dear My Friends and it broadcast on the cable network tvN on Fridays and Saturdays at 20:30 (KST) for 16 episodes from July 8 to August 27, 2016.","['2010s South Korean television series', '2016 South Korean television series debuts', '2016 South Korean television series endings', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'CS1 Korean-language sources (ko)', 'HanCinema drama ID not in Wikidata', 'Interlanguage link template link number', 'Korean-language television programs', 'Pages using infobox television with editor parameter', 'South Korean legal television series', 'South Korean political television series', 'South Korean television series based on American television series', 'TVN (South Korea) television dramas', 'Television series by Studio Dragon', 'The Good Wife']","['Legal', 'Political']",tvN,"This drama is an adaptation of the American CBS TV series “<a href=""https://en.wikipedia.org/wiki/The_Good_Wife"" target=""_blank"">The Good Wife (2009-2016)</a>“, starring <a href=""https://en.wikipedia.org/wiki/Julianna_Margulies"" target=""_blank"">Juliana Margulies</a>.</p><p>This drama is about a woman, Kim Hye Kyung (<a href=""http://star.koreandrama.org/jun-do-yeon/"" target=""_blank"">Jun Do Yun</a>) who assumes responsibility for her family after her husband, Lee Tae Joon (<a href=""http://star.koreandrama.org/yoo-ji-tae/"" target=""_blank"">Yoo Ji Tae</a>) is thrown into prison after a very public scandal. Lee Tae Joon is a prosecutor with the Seoul Central District Prosecutor’s Office who gets sent to prison and whose wife is then propelled to return to her former career as a lawyer to support her family."
24,Na-ppeun Yeo-ja-deul / Bad Girls,NaN,NaN,['NaN'],SBS,"Jae-kyung, Yeol-mae, and Yeon-hee are three inseparable friends. Yeon-hee is married to Taek-su. In-ku is Jae-kyung’s boyfriend, and Bong-chul is Yeol-mae’s boyfriend.</p><p>Taek-su (Kim Byung Se) is having an affair with a fellow co-worker, which his wife finds out about. Yeon-hee (Kim Hye Ri) decides to find her own success in the workplace rather than live as a homemaker for her husband.</p><p>In a competitive businessplace, Jae-kyung (Park Sol Mi) wins a high position, but her superior, Jang-su (Sun Woo Jae Duk) tries to sexually harass her. When In-ku (Lee Jung Jin) found it out, he got angry, but kept the story quiet in exchange for the position that Jae-kyung had gotten. Jae-kyung, feeling betrayed, moves to a another city to work as a supervisior, where she meets Sin-ho (Park Kwang Hyun), who works as a manager there. Sin-ho is a warm-hearted guy that falls for Jae-kyung.</p><p>In-ku, though, is not a guy crazy for ambition, but has his own dark family secret, connected to the company’s president, Lee Soon Jae-which is why he wants to succeed in that company. This yearning for recognition constantly puts him in a dilemma where he has to decide whether to get his success or Jae-kyung.</p><p>Bong-chul (Lee Jong Soo) is an unemployed ‘bum’ that always uses money that innocent Yeol-mae (Sung Yu Ri) gives.</p><p>In the beginning of the drama, guys defined a ‘bad girl’ as a girl that is sexy, smart, and cute because they are hard to control, but the drama tries to redefine the stereotypical images of career women."
25,My Love,"My Love from the Star (Hangul: 별에서 온 그대; RR: Byeoreseo on geudae; literally You Who Came from the Stars) is a South Korean romantic fantasy television series, which aired on SBS from 18 December 2013 to 27 February 2014. The series, which ran for 21 episodes, is directed by Jang Tae-yoo, written by Park Ji-eun, produced by Moon Bo-mi and Choi Moon-suk and features an ensemble cast starring Jun Ji-hyun, Kim Soo-hyun, Park Hae-jin and Yoo In-na. The story is about an alien who landed on Earth in the Joseon Dynasty and, 400 years later, falls in love with a top actress in the modern era. This is the second collaboration between Kim and Jun, who previously worked together in the heist film The Thieves. It is also Jun's small screen comeback after 14 years.The series was given generally positive reviews during its release in South Korea and received several accolades across Asia. Jun won the Daesang (or ""Grand Prize""), the highest award for Korean television, at the Baeksang Arts Awards and the SBS Drama Awards, and as did Kim at the Korea Drama Awards.","['2010s South Korean television series', '2013 South Korean television series debuts', '2014 South Korean television series endings', 'Album infoboxes lacking a cover', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Articles with hAudio microformats', 'CS1 Korean-language sources (ko)', 'CS1 Spanish-language sources (es)', 'CS1 Thai-language sources (th)', 'CS1 foreign language sources (ISO 639-2)', 'HanCinema drama ID not in Wikidata', 'Korean-language television programs', 'Science fantasy television series', 'Screenplays by Park Ji-eun', 'Seoul Broadcasting System television dramas', 'South Korean romantic fantasy television series', 'South Korean science fiction television series', 'TV series involved in plagiarism controversies', 'Use dmy dates from January 2019']",['Romance'],SBS,"Jang Mi-ran is a single mother of four left to raise her children alone after losing her husband to a paragliding accident. While enduring social problems faced by single mothers, she finds love in the re-appearance of her high school mate, Jo Yi-han."
26,Money Flower,"Money Flower (Hangul: 돈꽃; RR: Donkkot) is a South Korean television series starring Jang Hyuk, Park Se-young and Jang Seung-jo. It aired every Saturday from 11th Nov 2017 on MBC from 8:45 p.m. to 11:00 p.m. (KST), 2 episodes a day. It tells the story of people who are driven by the illusion that they can control money, but in actual fact they are the ones being dominated by greed.","['2017 South Korean television series debuts', '2018 South Korean television series endings', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'CS1 Korean-language sources (ko)', 'Daum TV series ID same as Wikidata', 'Korean-language television programs', 'Munhwa Broadcasting Corporation television dramas', 'Pages using small with an empty input parameter']","['Romance', 'Business']",MBC,"This drama tells the story of people who are driven by greed.</p><p>Kang Pil Joo (<a href=""http://star.koreandrama.org/jang-hyuk/"" rel=""noopener"" target=""_blank"">Jang Hyuk</a>) grew up at an orphanage, but he now works as a managing director of a legal team at a corporation. He is acknowledged for his intelligence and his exemplary job performance. Some of those that work around him are jealous of him. Meanwhile, Na Mo hyun (<a href=""http://star.koreandrama.org/park-se-young/"" rel=""noopener"" target=""_blank"">Park Se Young</a>) is an environmental activist and a science teacher at a middle school. She is a good listener and laughs a lot. She dreams of a love driven by fate."
27,White Christmas,NaN,NaN,"['Mystery', 'thriller']",KBS2,"“Drama Special – White Christmas” is a 8 episode drama and is based on a murder. Being a physiatrist, Kim Yo Han will play a game of mysteries with students Park Moo Yul, Jo Young Jae, Lee Jae Kyu, Yoon Su and more, on the murder that happens at a private school."
28,Teacher Oh Soon Nam,"Strong Girl Bong-soon (Hangul: 힘쎈여자 도봉순; RR: Himssenyeoja Do Bong-sun; lit. Strong Woman Do Bong-soon) is a 2017 South Korean television series starring Park Bo-young in the title role as a woman with superhuman strength, with Park Hyung-sik and Ji Soo. It aired every Friday and Saturday on JTBC starting from February 24, 2017, to April 15, 2017.The series was a commercial hit and became one of the highest rated Korean dramas in cable television history.","['2010s South Korean television series', '2017 South Korean television series debuts', '2017 South Korean television series endings', 'Abduction in television', 'Album infoboxes lacking a cover', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Articles with hAudio microformats', 'CS1 Korean-language sources (ko)', 'Daum TV series ID same as Wikidata', 'Fictional characters with superhuman strength', 'HanCinema drama ID not in Wikidata', 'Interlanguage link template link number', 'Joongang Tongyang Broadcasting Company television dramas', 'Korean-language television programs', 'Pages using infobox television with editor parameter', 'South Korean crime television series', 'South Korean romantic comedy television series', 'Track listings with input errors']","['Melodrama', 'Romance']",MBC,A female school teacher and a daughter-in-law to the eldest son of a family loses everything in one day and try to make her daughter’s dream come true.
29,Rooftop Prince,"Rooftop Prince (Hangul: 옥탑방 왕세자; RR: Oktab-bang Wangseja) is a 2012 South Korean fantasy romantic comedy television drama, starring Park Yuchun, Han Ji-min, Jeong Yu-mi, Lee Tae-sung, Lee Min-ho, Jung Suk-won and Choi Woo-shik. It is about a Joseon crown prince who, after his wife dies mysteriously, time travels to the future where he encounters familiar faces, modern-day devices, and corporate intrigue. The series aired on SBS from March 21 to May 24, 2012 on Wednesdays and Thursdays at 21:55 for 20 episodes.","['2010s South Korean television series', '2012 South Korean television series debuts', '2012 South Korean television series endings', 'Album infoboxes lacking a cover', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Articles with hAudio microformats', 'CS1 Korean-language sources (ko)', 'CS1 uses Korean-language script (ko)', 'HanCinema film ID same as Wikidata', 'Korean-language television programs', 'Seoul Broadcasting System television dramas', 'South Korean fantasy television series', 'South Korean romantic comedy television series', 'Television series about time travel', 'Television series set in the Joseon Dynasty', 'Television shows set in New York City', 'Track listings with input errors']","['Fantasy', 'Comedy', 'Romance', 'Time-Travel']",SBS,"‘Rooftop Prince’ has themes of time-travel.</p><p><em>Joseon era (300 years ago)</em></p><p>Lee Gak (<a href=""http://star.koreandrama.org/?p=508"" target=""_blank"">Micky Yoochun</a>) is the Crown Prince. When he is ready to marry, Lee Gak wants to marry a beautiful woman. Bu Yong (<a href=""http://star.koreandrama.org/?p=410"" target=""_blank"">Han Ji Min</a>) and Hwa Yong (<a href=""http://star.koreandrama.org/?p=9803"" target=""_blank"">Jung Yoo Mi</a>) are sisters. Hwa Yong, the older sister wants to marry Crown Prince Lee Gak, but her father makes it clear that younger sister Bu Yong will marry the Crown Prince. Hwa Yong is so upset, she uses an an iron to burn Bu Yong’s face, pretending it was an accident. Now, Bu Yong carries a big scar on her face. Eventually, older sister Hwa Yong marries Crown Prince Lee Gak. Time passes and are now adults. Younger sister Bu Yong is now a smart woman, good with needlework. Older sister Hwa Yong is uneasy that her husband, Crown Prince Lee Gak, and Bu Young get along well. One day, Crown Prince Lee Gak wakes up in the early morning. He finds that Hwa Yong is not next to him. He feels something strange about the situation and calls for an eunuch. At this time, an eunuch comes running to the Crown Prince and informs him that Hwa Yong is found dead in a pond. Lee Gak suspects that his wife’s death is not by accident. He puts together a team to investigate his wife’s death. When the team awaits to interview a witness, a group of assassins appears and chases them. Crown Prince Lee Gak and his men are chased to the edge of a cliff. The group jumps off the cliff. The Prince from the Joseon era travels to the future with his entourage Song Man Bo (<a href=""http://star.koreandrama.org/?p=3080"" target=""_blank"">Lee Min Ho</a>), Woo Yong Sul (<a href=""http://star.koreandrama.org/?p=1370"" target=""_blank"">Jung Suk Won</a>) and Do Chi San (<a href=""http://star.koreandrama.org/?p=12406"" target=""_blank"">Choi Woo Shik</a>).</p><p><em>Seoul 2012</em></p><p>When Park Ha (<a href=""http://star.koreandrama.org/?p=410"" target=""_blank"">Han Ji Min</a>) was young, her father remarried and Park Ha gained older step-sister Se Na (<a href=""http://star.koreandrama.org/?p=9803"" target=""_blank"">Jung Yoo Mi</a>). When their parents left for work, older step-sister Se Na despised having to take care of her younger sister. One day, while younger sister Park Ha sleeps inside a truck, the truck suddenly departs. Even though Se Na sees the truck leaving, she turns around and pretends that it isn’t happening. Time passes, younger sister Park Ha is now living in America. While, Park Ha sells fruits as a sidewalk vendor, Yong Tae Yong (<a href=""http://star.koreandrama.org/?p=508"" target=""_blank"">Micky Yoochun</a>) sees her and feels a connection with Park Ha. Yong Tae Moo (<a href=""http://star.koreandrama.org/?p=1414"" target=""_blank"">Lee Tae Sung</a>) appears in front of Yong Tae Young. They are cousins. The following day, the two men boards a yacht. While the boat is sailing, they have a small fight and Yong Tae Yong falls into the water. His cousin doesn’t attempt to save Yong Tae Yong and actually attempts to hide evidence that he was there. He then jumps into the water and swims away. At this time, younger sister Park Ha receives a phone call that her family has been located in South Korea. Park Ha travels to South Korea and learns that her father has just passed away. At her father’s funeral, Park Ha meets her step-mother and older step-sister Se Na. Park Ha has no memory of how she was separated from her family. Park Ha settles down in Seoul. One night, when she comes back to her rooftop room, she discovers four men, in Korean traditional clothing, sitting in her room…..</p><p><em>(Synopsis Credit to asianwiki)</em>"
30,Marry Him If You Dare,"Marry Him If You Dare (Hangul: 미래의 선택; RR: Mirae-ui Seontaek; lit. Mirae's Choice or Future's Choice) is a 2013 South Korean television series starring Yoon Eun-hye, Lee Dong-gun, Jung Yong-hwa, Han Chae-ah, and Choi Myung-gil. It aired on KBS2 from October 14 to December 3, 2013 on Mondays and Tuesdays at 22:00 for 16 episodes.","['2010s South Korean television series', '2013 South Korean television series debuts', '2013 South Korean television series endings', 'Album infoboxes lacking a cover', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Articles with hAudio microformats', 'CS1 Korean-language sources (ko)', 'CS1 Thai-language sources (th)', 'HanCinema drama ID not in Wikidata', 'Korean-language television programs', 'Korean Broadcasting System television dramas', 'Official website different in Wikidata and Wikipedia', 'South Korean fantasy television series', 'South Korean romantic comedy television series', 'Television series about time travel']","['Romance', 'Fantasy', 'Fantasy', 'TimeTravel']",KBS2,"A time travel series set in the broadcast television world. Focusing on a writer who meets her past self and gives her advise on her life.</p><p>32 years old for woman is an age which may be little too late to start something new or little too early to give up something. The ‘future-self’ comes to ‘me’ today and gives advices about life and marriage. The future-self is trying to bring better life by helping her to meet a perfect spouse.</p><p>Na Mi Rae (<a href=""http://star.koreandrama.org/?p=3767"" target=""_blank"">Choi Myung Gil</a>), a television broadcast writer, travels back in time to meet her 32-year-old self (<a href=""http://star.koreandrama.org/?p=227"" target=""_blank"">Yoon Eun Hye</a>) with the goal of preventing her marriage to Kim Shin (<a href=""http://star.koreandrama.org/?p=81"" target=""_blank"">Lee Dong Gun</a>) who is a broadcast announcer and thus send her past self down a different path in life.</p><p>Meanwhile,  Park Se Joo (<a href=""http://star.koreandrama.org/?p=1421"" target=""_blank"">Jung Yong Hwa</a>) is a handsome and talented Producer who is also a series lead. Seo Yoo Kyung (<a href=""http://star.koreandrama.org/?p=4627"" target=""_blank"">Han Chae Ah</a>) completes the love rectangle as a reporter."
